Water Source Type,Contaminant Level (ppm),pH Level,Turbidity (NTU),Dissolved Oxygen (mg/L),Nitrate Level (mg/L),Bacteria Count (CFU/mL),Fecal Coliform,Total Coliform,Temperature,Diarrheal Cases Likelihood (%),Cholera Cases Likelihood (%),Typhoid Cases Likelihood (%)
Well,3862.556,6.95,1206.1954214306336,17.4,2.75,5640.0,56.4,215.0,24.0,27.204945715274604,32.570629033668496,36.35575426310497
Spring,9347.238,6.8,2916.4644105051084,16.05,4.2,8755.0,87.55,350.0,18.0,58.34071738506632,61.49201272037072,56.86573711122992
Tap,838.159,6.9,261.53629139067806,17.95,0.9,590.0,5.9,19.0,30.0,15.933328347095117,16.815559684875144,21.88737305858544
Pond,3309.838,7.3,1033.199677718293,17.5,3.05,4150.0,41.5,145.0,23.0,33.11574650844294,29.205446427690102,31.90448054650211
Well,3341.179,7.25,1042.7123168414564,17.6,2.0,3300.0,33.0,112.0,23.0,32.95191088415292,25.023220397618445,32.18449395675928
Well,11629.596,7.6,3629.90481518496,16.6,7.3,11250.0,112.5,390.0,19.0,68.86612125059277,67.00183064744635,69.76665313332008
Spring,1618.172,6.6,504.6765316111472,18.0,1.75,240.0,2.4,2.0,14.0,15.580675084837372,22.635906186469636,18.69694740303816
Well,2386.926,6.6,745.0991116568068,17.0,2.7,4410.0,44.1,135.0,22.0,20.022124906068772,28.865690823912534,25.326442552866038
River,3334.8450000000003,6.65,1040.4467426927108,13.95,2.2,8610.0,86.1,260.0,21.0,28.36830664544548,23.028042673976863,36.5811189948273
Tap,2595.717,6.6,810.5725966100139,16.85,2.95,5100.0,51.0,118.0,22.0,27.83338771776684,33.141581177801704,37.75310554077221
Well,1498.322,6.65,467.817585900841,15.55,2.55,205.0,2.05,7.0,14.0,22.90003624243232,22.249402116044287,18.30058036779068
Spring,3566.66,6.1,1112.8997763576597,16.5,3.8,5730.0,57.3,160.0,24.0,31.41703554413678,37.75205059034766,40.13138656920142
Pond,2944.416,6.6,918.2323823942196,16.9,2.75,3645.000000000001,36.45,125.0,23.0,25.602057409820965,21.501421814591048,18.64133895641905
Well,1839.843,6.5,574.9086970328171,16.35,2.05,4845.0,48.45,155.0,18.0,22.05220665170477,16.2798160837542,18.47525179597602
River,2921.799,7.35,911.4737998023462,16.95,2.2,4090.0,40.9,110.0,24.0,22.919515916960776,25.725924869738897,24.080498576995925
Well,2785.379,7.3,869.7876304363126,16.6,2.75,4880.0,48.8,130.0,23.0,34.19285710472318,28.98740351753372,22.597995417125105
Lake,1174.462,6.6,365.9054060909552,18.8,1.35,450.0,4.5,53.5,13.0,10.260521803373818,24.33341218221737,11.241660868361162
Lake,3303.98,6.3,1031.7429819015829,16.1,2.45,3595.0000000000005,35.95,110.0,23.0,28.47565366199002,31.06762323336769,32.90353280418205
Well,6612.409,6.15,2063.223955391731,16.6,3.1,5690.0,56.9,175.0,24.0,50.72111393311918,42.13964990151594,44.87921308392714
Tap,3166.898,7.5,988.1742909981928,17.0,2.65,3329.9999999999995,33.3,110.0,22.0,27.46867583362736,23.47217322839337,32.3835721556043
Pond,4111.395,6.55,1282.0080570829728,16.2,2.35,6110.0,61.1,185.0,27.0,31.155250416201707,37.19407266914034,38.30121150993847
Well,5734.131,7.25,1789.8398263459028,22.2,2.15,400.0,4.0,19.5,28.0,35.081620157034145,32.413288622082284,40.5699953525858
Tap,7688.122,4.8,2400.212082973201,15.15,6.35,1000.0,10.0,73.0,25.0,50.571916075625865,57.66824949792336,57.12930805228065
Pond,4500.074,6.45,1405.2614177440178,14.65,6.25,590.0,5.9,26.0,24.0,42.67949952360952,36.477309758481546,40.07809730892063
Well,6831.512000000001,5.15,2131.8381499980305,14.15,7.6,1700.0,17.0,159.5,16.0,41.71448313186738,56.14257253517636,46.27773162620634
Well,6430.873,6.0,2008.2378227038696,14.65,5.95,750.0,7.5,60.5,26.0,50.91193449293964,47.92629561063709,53.35740957386117
Lake,4169.94,3.6,1301.071135179306,13.65,4.9,1290.0,12.9,130.5,25.0,29.19427510167662,33.95954107295107,34.24434940535065
Lake,5590.719,3.65,1744.6137715850502,15.15,11.8,1200.0,12.0,127.0,25.0,49.99261037382578,48.422814833232245,48.69145552848909
Tap,5472.412,4.95,1708.718161834837,14.15,8.35,830.0000000000001,8.3,157.0,26.0,43.45199952674596,43.40179850029072,46.75496936589598
Spring,6610.773999999999,5.05,2063.519001739084,13.65,6.6,900.0,9.0,122.0,21.0,49.24950397135582,48.62589616474372,45.006753930290245
Lake,4794.53,5.9,1495.060015663359,14.65,6.55,1170.0,11.7,123.5,25.0,33.66592644283086,39.81455486407312,40.1344009974802
River,10978.336,5.2,3427.8067589863654,15.15,9.55,1330.0,13.3,68.5,25.0,71.70627719639687,66.58783423288511,73.92383912984741
Lake,2969.783,6.6,926.1136037174008,14.7,7.0,2200.0,22.0,41.5,17.0,40.38203400015357,32.42728962490278,37.63045211803699
River,5683.541,5.2,1773.6213117312884,14.15,7.7,1100.0,11.0,98.5,26.0,39.99156585704917,45.12257704978274,43.02366127797524
Spring,6619.746,5.1,2064.1657079630613,15.15,7.65,1550.0,15.5,230.5,25.0,49.65835001138498,39.73871073332694,49.02323037289308
Lake,6472.041,5.65,2020.4496115613024,14.15,11.0,1230.0,12.3,121.5,25.0,50.99523383747323,54.89394420301501,61.41350159542603
Tap,6195.851,4.8,1934.0735979698516,15.15,11.7,1650.0,16.5,133.0,25.0,55.05446567163415,48.94382682482766,58.51556058024071
Well,4416.976000000001,6.15,1379.0084067688504,14.65,5.65,800.0,8.0,133.5,25.0,36.51221811610605,31.672075311058418,49.90821729818764
Spring,6387.239,3.6,1993.286993381645,14.15,10.15,1225.0,12.25,231.5,15.0,49.39955601057822,44.29231907109749,60.31902553413051
Spring,2952.1,6.15,920.3871171684988,14.15,4.65,850.0,8.5,55.0,25.0,30.589025306129784,21.5758088525658,37.63988150734121
River,11155.326,5.55,3481.767812559895,13.65,7.35,1550.0,15.5,140.0,25.0,74.03658651427271,60.8858735531872,62.49304615031471
River,5239.3820000000005,5.55,1634.36222590928,14.65,5.1,590.0,5.9,137.0,24.0,38.24690172511525,35.96235276149128,45.63175986006034
Lake,5956.402,3.9,1859.523549151306,14.65,10.9,1250.0,12.5,120.5,26.0,53.763386838549984,58.9219469966686,53.37298423926116
Well,4114.101,5.0,1284.591963845729,14.15,9.2,1200.0,12.0,182.0,25.0,36.05652791944264,38.52553664825798,40.696307634560846
River,5685.96,3.7,1773.5205578685654,14.65,6.4,1350.0,13.5,151.5,24.0,39.565935588735954,43.677584884348285,46.61668548279779
Well,2600.103,6.8,811.7893404167156,16.6,1.05,210.0,2.1,11.5,24.0,23.29143351882529,23.73461518449294,29.52088164250003
Tap,4776.402,7.25,1489.9807457652496,15.35,11.2,2150.0,21.5,46.0,17.0,52.40732901369637,47.25961413347985,52.14084944226982
Lake,5095.074,6.95,1589.9136863500296,15.0,9.7,2100.0,21.0,11.5,17.0,47.26593444173493,45.41298999533267,44.07600993040815
Well,6846.66,4.05,2136.816829968743,14.15,7.9,1300.0,13.0,228.5,24.0,49.06938192214356,44.8630065599956,56.568218282985285
Lake,2837.242,6.15,885.3261614392067,16.3,3.0,1200.0,12.0,41.0,24.0,25.89000086322144,32.336144360560624,25.642180315112125
Spring,3594.064,7.55,1120.461803921508,20.95,7.95,1700.0,17.0,17.5,18.0,32.27612649858099,44.470221578195,40.778081366949046
Spring,3927.522,6.0,1226.363270174863,14.65,7.55,27300.0,273.0,33.0,25.0,48.47629680665519,38.98303076392287,47.32043028749576
River,6303.638999999999,4.7,1967.6900456770736,13.65,7.9,700.0,7.0,122.0,25.0,50.986954045490165,43.18758191940196,49.21651530064591
Lake,7558.778999999999,5.0,2358.187218649245,14.65,8.4,1350.0,13.5,194.5,23.0,52.31569381617484,52.33955731762961,60.3717409710772
River,5685.441000000001,6.35,1776.3229017667188,13.65,7.3,800.0,8.0,133.0,25.0,42.562284695636485,40.07333097370848,41.60276674635146
Tap,4422.204,5.8,1380.2470150931413,14.65,4.35,330.0,3.3,75.0,25.0,35.270725476269746,36.534836453510295,47.137999025378704
Spring,6151.602,3.6,1920.130336882912,14.65,10.0,1450.0,14.5,123.5,26.0,49.012991854646856,47.20304266337757,43.79651484807171
River,5981.482999999999,5.35,1867.349847423077,15.15,7.5,1200.0,12.0,127.0,25.0,45.71693455301249,54.79675227483028,45.51504033943871
Tap,1120.831,6.75,349.66418831603096,17.3,1.55,160.0,1.6,6.5,25.0,23.84325487847429,21.78734326066768,21.261708982700625
Pond,7402.844,6.45,2309.9872229645043,13.65,8.4,1250.0,12.5,193.0,24.0,52.38517285707782,53.73834471370321,58.76890636565619
River,7894.596,4.25,2464.9613645096297,14.15,10.5,1700.0,17.0,94.0,17.0,57.4286072041295,62.437041235807285,60.59651103123889
Pond,5620.028,4.8,1755.2718000772973,14.15,8.55,1250.0,12.5,135.5,24.0,43.71921421129687,50.49357983332072,48.42013281652346
Tap,6001.624,5.0,1873.564692833957,15.15,7.3,1250.0,12.5,32.5,25.0,48.47966238056119,43.17188915924573,50.48682536038768
Pond,5250.958,5.5,1640.135849355324,14.15,6.3,800.0,8.0,116.5,24.0,40.26248107665885,37.43501365852458,42.46467397034904
River,7492.162,3.65,2334.825728689685,13.65,8.8,1260.0,12.6,282.0,23.0,51.89360540561473,54.13015166155023,63.88561826063746
Pond,6720.322,5.25,2098.074382850186,15.15,9.2,800.0,8.0,161.5,24.0,56.37733838627408,54.74901756608905,58.35493244990292
Spring,4421.681,4.6,1377.880143110611,13.65,7.35,740.0,7.4,183.5,25.0,44.26418087018043,39.62102984116708,46.30116683512676
Lake,2513.91,5.0,783.4437795292985,13.5,2.45,200.0,2.0,121.0,24.0,21.153049259368,17.199553443285186,21.46775928560231
Spring,4428.176,6.35,1380.940165052687,14.65,6.2,1200.0,12.0,139.0,24.0,30.62407621616654,34.134620742792634,39.85307471284354
Lake,3049.232,6.35,950.6026592621396,15.2,3.3,330.0,3.3,29.5,25.0,30.638346237163304,26.97386806627207,28.40362682289856
River,3023.571,4.55,943.0804133936892,13.0,3.6,2110.0,21.1,234.5,24.0,25.391429136085865,27.895834296171284,25.721995098424337
Tap,5875.519,4.4,1832.266149399344,14.15,6.25,920.0,9.2,195.0,24.0,46.38426958907751,51.590316975500464,48.00754448812671
Spring,7061.887,5.05,2205.173251940865,13.15,5.25,580.0,5.8,115.5,25.0,39.55876678346684,40.73179642279009,46.62971253761013
Lake,7331.960999999999,4.15,2288.22653971056,14.15,7.55,1800.0,18.0,194.5,23.0,55.14132272216997,53.58463557256676,57.7397796447416
River,6043.957,3.7,1885.8635204136117,14.15,9.6,1150.0,11.5,162.0,23.0,45.00327412800041,55.34882663876728,46.504619272609375
Pond,5906.538,3.65,1842.53841094553,15.15,8.95,2050.0,20.5,246.5,25.0,50.84786056265872,57.38558953648635,59.573787114649534
Well,7388.748,5.8,2306.858503887905,14.15,6.1,575.0,5.75,98.5,24.0,49.50812947769615,47.43457465424806,47.40862001109366
Lake,4758.334,7.4,1485.7481334097236,15.45,7.9,1100.0,11.0,19.5,17.0,37.94560999038411,43.40939633833777,45.28289558704529
Pond,5253.523,5.65,1638.5031217084193,14.15,5.6,1100.0,11.0,171.5,25.0,38.45668085986711,42.28739793323631,46.75782436767202
Spring,4184.808,5.95,1305.22170905067,13.65,4.85,850.0,8.5,156.5,24.0,36.76672436523454,35.1910345671174,34.17742481150156
Spring,7424.013,3.65,2316.035942419517,14.15,9.2,690.0,6.9,232.0,24.0,54.81295639444688,53.53499306660812,61.2568065356592
River,8301.896,3.65,2590.750379895317,15.15,8.8,1250.0,12.5,194.0,24.0,59.80153610113104,58.91167946188146,53.739698984364416
Tap,7888.437,4.9,2461.925110871057,14.65,6.7,1700.0,17.0,192.0,25.0,60.08921256345003,41.81432198780139,62.78452004996547
Pond,6849.386,4.45,2137.575673932796,14.15,7.9,840.0,8.4,95.0,22.0,44.33798969414731,52.58142804349236,52.68821758201733
Pond,5932.912,3.55,1851.3253711478408,15.15,8.3,1150.0,11.5,195.5,25.0,52.90269084288091,47.24629279497061,46.51498381959575
Spring,5210.911,3.6,1626.5891824743912,13.65,6.9,1130.0,11.3,97.0,26.0,42.17713887409582,40.76203174463902,42.9653071516608
Well,5655.116,5.6,1764.7883739917804,15.15,5.8,1265.0,12.65,140.0,25.0,38.696114365300446,50.45190299147906,48.847270225499386
Spring,2883.593,5.55,899.5659677261158,13.15,5.9,1550.0,15.5,123.0,24.0,25.805524761409327,28.086532938663,30.61034402213676
Pond,3162.083,6.2,986.7150208235956,14.15,4.8,385.0,3.85,37.5,26.0,29.06027248435128,28.32248726176749,28.85271492179932
Tap,2099.882,6.65,655.6401417270159,15.2,5.4,1100.0,11.0,8.0,17.0,29.87247998493456,35.18177937880819,28.36676275121306
Spring,4654.217000000001,5.0,1452.4943945795133,14.15,14.3,1150.0,11.5,120.5,26.0,50.44313308347702,47.05636420815854,47.393994684427184
Pond,4413.365,6.65,1378.6204789270896,16.6,1.45,325.0,3.25,6.0,25.0,35.321635754526746,27.73340095890169,42.072819739220414
River,4533.912,6.05,1414.9018250754575,14.65,5.6,875.0,8.75,95.5,25.0,31.554820644991494,36.30491524885199,36.77241411966303
Lake,5348.231,4.75,1669.714199370293,14.15,6.05,390.0,3.9,70.0,22.0,40.7613942591864,44.25279793307301,47.8015138652375
Spring,5563.8330000000005,4.25,1736.481388881745,15.15,9.25,1150.0,11.5,117.0,25.0,42.31071208953478,47.51968096474612,50.58329995924825
Pond,1166.163,6.65,364.1138147718185,17.1,1.75,190.0,1.9,11.5,25.0,17.9868866720813,11.88767661035551,14.805672770470984
Spring,4615.679,6.4,1441.0259729429038,14.65,5.0,420.0,4.2,60.0,24.0,39.39036272061225,33.97756523644304,38.92713421387802
Lake,5034.129,6.45,1571.1163200386077,14.9,15.9,2700.0,27.0,59.0,18.0,53.94633445991695,52.43937745651012,61.948557924325385
Lake,4622.623,5.35,1442.4596417099458,14.15,7.3,1200.0,12.0,37.5,24.0,30.43241423062416,39.61026589997829,41.75725744457028
Spring,6615.659000000001,3.7,2064.039317595158,14.65,8.5,3050.0,30.5,239.5,26.0,51.49728827636855,52.182785030272406,59.42145698777181
Lake,7996.902,3.85,2493.000899657734,13.65,8.2,1350.0,13.5,187.0,25.0,57.08634408622126,56.72805522652688,63.1639110480955
Pond,5962.118,4.0,1859.4581638373515,13.65,6.3,710.0,7.1,222.0,25.0,45.335982709480426,36.257479084170846,51.23698708581272
River,4508.923,5.5,1406.423244237949,13.65,4.1,1000.0,10.0,118.0,25.0,39.02500783260855,39.06250741046494,34.98598744179285
Tap,6077.101,5.5,1897.3740050549295,14.65,6.75,1400.0,14.0,255.0,24.0,41.34034278876908,46.12030361271783,42.36141385040339
Spring,5837.114,3.55,1818.5518723109035,15.15,13.45,1550.0,15.5,235.5,26.0,57.14897283650179,59.96728540654067,53.95595082640794
Well,5077.633,6.5,1585.0441873523905,14.8,11.6,2200.0,22.0,51.0,17.0,53.23264523335911,50.40859839616897,52.43398973121845
River,8436.506,3.7,2632.430205185922,14.65,8.9,1450.0,14.5,164.0,24.0,51.91950530082454,62.45548049907508,63.61865991847472
Tap,3245.971,6.25,1013.0540914083688,16.2,2.65,350.0,3.5,67.0,24.0,27.94275528074398,29.067942019264063,18.627621605331782
Spring,2094.534,6.75,653.4800470364372,16.4,1.45,220.00000000000003,2.2,9.5,24.0,18.221928695850103,26.248559150460345,23.167479384614968
Lake,6879.817,4.35,2146.5563869525317,13.65,6.9,1215.0,12.15,191.5,22.0,48.48103840946057,50.65740099911255,52.15944198964634
River,7910.524,4.5,2468.223292218413,14.65,6.4,1100.0,11.0,135.5,25.0,53.541840234763214,51.445265288421794,53.34076042801178
Well,6258.840999999999,4.95,1953.188115519652,13.65,7.7,1100.0,11.0,191.5,24.0,45.602503928592114,56.63334249557427,56.61370083210821
Pond,6296.816,4.5,1966.0820156769332,14.15,11.65,1200.0,12.0,159.0,24.0,51.20932401120854,56.95398455319317,58.32255865841641
Well,6922.471,4.55,2159.904658799618,14.65,10.2,1639.9999999999998,16.4,125.5,24.0,54.32446617568405,56.13146385809144,63.38572452065678
Tap,3284.177,3.5,1023.8587164365898,13.15,5.45,445.0,4.45,218.0,26.0,27.29757496298126,26.152406434734004,33.09101877332102
River,4956.399,4.55,1546.6850338653444,14.15,7.45,745.0,7.45,191.5,25.0,37.470348120323735,35.968098686538845,48.97803564313472
Lake,5296.957,5.85,1654.4978409439864,15.15,4.6,1250.0,12.5,191.5,27.0,41.13496234125474,39.861380830808336,49.80753898326181
Well,3720.296,6.85,1161.5752094525717,16.1,2.05,295.0,2.95,24.5,26.0,23.592811749863,28.72779031173373,37.52382026679996
Lake,4097.591,5.3,1278.1824805012332,14.15,4.65,800.0,8.0,129.5,26.0,36.00443872132051,31.133819039053407,30.82488263393964
Tap,8496.331999999999,4.8,2652.70170779262,14.15,9.9,2300.0,23.0,238.5,25.0,62.22291294582981,60.45990507767217,61.55883379616189
Tap,6695.303,3.5,2089.971190601483,14.15,17.8,1350.0,13.5,133.5,24.0,58.57094236866748,70.76149698578816,65.37419418663636
River,4400.202,5.2,1372.6005495233576,14.95,4.05,770.0,7.7,131.5,25.0,31.401851086597755,36.930236910096255,39.26190364534247
Pond,3036.627,6.25,948.0253271980038,15.1,2.15,280.0,2.8,19.0,25.0,29.48099891340942,20.72074482245015,31.664894604031478
River,5548.504,5.0,1732.802762966479,14.15,9.15,1050.0,10.5,121.0,26.0,43.05679130266564,45.942125650307126,44.957710021019885
River,6789.08,5.9,2120.59351515278,15.15,9.8,1000.0,10.0,101.5,25.0,51.114470909733576,49.01966001279133,55.65315052074716
Well,3597.083,6.05,1122.3193651110146,14.15,3.55,325.0,3.25,50.0,25.0,31.310085499362778,28.253141399324043,22.194757151879983
River,1292.067,5.15,402.1784975436348,13.8,2.7,1960.0,19.6,158.0,24.0,22.110578640440632,18.074844554920656,29.79607093311945
Tap,7776.841,5.45,2427.3167157661505,14.15,7.7,1150.0,11.5,137.0,23.0,52.81521279045032,51.282665710725,53.57639121523007
Well,7180.52,4.5,2239.426827303491,14.15,8.7,1330.0,13.3,231.0,24.0,50.65943359586785,47.16743665753397,55.62402450841223
Well,5873.104,6.5,1833.9013177326196,15.15,5.1,900.0,9.0,117.5,6.0,46.915136261929845,41.06712200549831,42.81884642276671
Lake,6349.88,5.4,1980.8728620749905,14.15,7.6,730.0,7.3,239.0,24.0,53.86291875383207,44.87045132201955,55.9642254651432
Pond,5144.209,4.6,1604.9679308267034,14.15,7.4,1095.0,10.95,210.0,25.0,45.86338525315691,29.897168024108588,30.40422824342352
River,10916.493,3.55,3408.914381205152,13.65,9.8,1650.0,16.5,133.0,26.0,70.56195226619958,77.89674283365167,72.30496636938487
Well,6071.191,5.45,1896.4106786077248,14.15,8.4,1450.0,14.5,133.0,26.0,44.848100687331,52.08909751125654,49.85554861424458
Spring,6834.063,7.35,2132.7109603771178,16.05,9.7,2200.0,22.0,27.5,18.0,50.20311404420836,51.23188350995541,53.39817476543162
Pond,4968.296,6.35,1552.0568556345293,14.65,6.6,500.0,5.0,39.5,24.0,42.026929974283554,40.138526646904594,51.71348071599091
Well,2632.351,5.85,821.476767150757,13.65,5.65,715.0,7.15,118.0,25.0,30.503245152056994,24.34422025576913,27.37544474050882
River,5943.8820000000005,3.85,1854.1279216823548,14.15,9.8,1300.0,13.0,125.5,25.0,54.52366718972609,56.15586105448399,55.90274956768303
Well,5479.379,5.95,1711.482043584144,13.15,3.95,385.0,3.85,35.5,25.0,40.494376213931766,46.05888481545667,42.718400108689806
Pond,5637.85,7.35,1758.7197352444623,14.95,7.8,3200.0,32.0,28.0,17.0,40.14751872214367,46.09863176314013,54.765053109623565
Lake,5380.3330000000005,6.8,1677.3861960924314,14.75,12.5,2800.0,28.0,23.5,18.0,55.56495455802119,55.59668497695834,50.79235117361536
Pond,8612.846,3.75,2687.798700034925,15.15,5.4,2280.0,22.8,299.0,29.0,50.39017932953034,54.31849768447429,52.74983305407292
Well,5541.324,5.9,1730.3505863711555,14.15,8.8,1220.0,12.2,245.0,25.0,44.73232773460974,40.31492683289176,54.38760152393105
River,7835.235,6.85,2443.60121824832,15.25,17.25,2100.0,21.0,33.0,17.0,69.96565663828149,66.41474554844208,73.39679669956172
Well,2166.562,6.85,676.9378534066558,16.6,1.25,240.0,2.4,8.0,26.0,27.389203716286907,21.16728646891415,15.279034072962377
River,9122.763,7.3,2846.674972206484,15.55,15.1,2600.0,26.0,22.5,17.0,82.6713340884591,68.39035251882399,70.62072437204212
Spring,7956.921,6.8,2482.562788226736,13.5,17.6,2000.0,20.0,38.0,19.0,72.29066746875283,68.21088716435614,74.19445238470024
Spring,6501.697,5.35,2028.913464087858,14.65,11.9,815.0,8.15,159.0,24.0,54.1224414011933,53.92465689535534,61.543431370685184
Lake,14623.025,6.55,4565.632789523791,14.0,15.0,2400.0,24.0,7.0,21.0,95.95198236177868,92.00387974126738,92.17425210682514
River,7949.122,6.75,2479.4518624565526,13.3,10.2,2600.0,26.0,16.5,19.0,62.055678506665146,58.4139686220644,46.20837695493971
Lake,7422.902999999999,7.05,2315.654974558702,15.1,10.55,1800.0,18.0,19.5,16.0,55.70357857818389,51.89122695679706,61.97236193960133
Tap,6901.296,4.35,2154.5472525316127,14.15,8.8,1360.0,13.6,234.5,26.0,58.44024290534332,48.45696753811821,48.09973332906336
Pond,4706.195,6.9,1467.7015193258408,15.4,10.0,1700.0,17.0,24.5,17.0,45.5098529953068,39.1029900348672,36.95924435862752
Pond,11437.436,7.15,3569.629303825272,14.95,10.15,2700.0,27.0,11.0,18.0,75.13465252602984,76.36623304566548,60.84920068951948
Well,3484.724,6.15,1086.6733049431982,14.15,4.3,420.0,4.2,50.5,25.0,32.777732481108345,21.76121680744317,37.449446110821576
Pond,5356.043000000001,6.15,1672.430519126155,14.15,6.2,565.0,5.65,117.5,26.0,42.67566853130543,45.87685657914699,44.51015199871714
Lake,7841.844,7.2,2446.8384551032964,15.9,8.9,1900.0,19.0,19.5,19.0,59.1884941300832,61.389199017149664,57.37610108002176
Well,4878.848,5.0,1523.5710075800682,15.15,7.65,1510.0,15.1,128.0,8.0,39.435207441886405,40.33516541540681,51.53810484736396
Pond,12834.641,5.7,4010.0049085446713,15.15,11.9,770.0,7.7,40.5,25.0,79.15741367344879,69.03823709304838,86.3997325799106
Pond,10865.723,6.75,3389.780924827411,15.3,17.0,3300.0,33.0,14.5,17.0,77.67154287323804,78.90775408972999,91.91655362518856
Well,4123.764,7.15,1287.376217902672,13.55,11.95,1950.0,19.5,24.0,18.0,46.950434958118834,44.86389230762117,40.82517667277942
River,5657.71,3.6,1765.4908827434958,14.65,8.5,1600.0,16.0,198.5,25.0,49.14211224083768,41.82154852584759,48.7261687211302
River,3386.273,6.6,1056.3375843082456,16.0,1.65,270.0,2.7,22.5,25.0,27.460757162673005,23.99951506314004,20.50739444012124
Lake,2333.423,6.5,727.0002971425632,16.5,1.9,340.0,3.4,23.5,25.0,27.93858343355632,28.695704694932672,23.72554866451889
Lake,965.682,8.1,302.3954712862954,14.0,1.15,3515.0,35.15,117.0,11.0,15.992537074744853,19.45976317326607,17.955946451821028
Spring,1887.879,8.2,588.0552137666182,13.1,1.35,3515.0,35.15,117.0,8.0,22.61264888587889,16.83126660297036,26.514390376466103
